ID	Source	Source_Number	Direction	Target	Target_Number	Realizations	Examples
shift4519	shahada	4013	→	index finger	1765	1	1
shift7277	sabbath	3905	→	Saturday	3945	3	3
shift2069	to rise (of Moon, Sun)	3090	↔	red	1444	2	2
shift3811	spear	4191	—	bishop (chess)	3602	1	1
shift3400	island	1808	→	city block	987	2	2
shift3006	broom	3697	—	penis	343	1	1
shift0522	arm	2027	→	branch (of a river)	3671	11	11
shift2883	wet	49	→	whore	67	1	1
shift1398	cat	905	→	catnip (Nepeta cataria)	913	7	7
shift6463	to live, be alive	2855	→	to inhabit, live	2793	7	7
shift4249	yam	2074	→	potato	445	3	3
shift5496	fan (hand-held)	1228	→	electrical fan	3825	5	5
shift6458	pig (Sus scrofa)	369	→	mole cricket (Gryllotalpa)	695	1	1
shift2985	oil (food)	4528	→	slippery jack (Suillus luteus)	4118	1	1
shift2168	pot	444	—	furnace	1403	1	1
shift0775	to cut	2484	→	to decide	2495	20	20
shift4903	cigar	979	→	dragonfly	4476	1	1
shift5037	house	1678	→	husband	1694	4	4
shift6521	rhinoceros	1470	→	hippopotamus	1630	1	1
shift6863	blood	3630	→	murder	744	1	1
shift7175	white	62	→	protein	485	1	1
shift1200	to smell bad	3177	→	polecat, ferret (Mustela putorius)	429	4	4
shift8016	many-coloured, motley	585	→	goosander	819	1	1
shift5736	to approach, come near	2234	—	to suffice, be enough	3247	4	4
shift1741	to hold (in hands)	2771	→	to defend	2503	1	1
shift6781	to dress someone (tr.)	2555	→	to offend (tr.)	2948	1	1
shift0175	to put into	3026	→	to eat	2569	1	1
shift7482	tortoise, turtle	3414	→	armadillo	2028	1	1
shift6531	devil, satan	4422	→	beggartick	3563	1	1
shift1352	skin (of a person)	4100	→	bat	3529	5	5
shift3061	to divide into several parts	2541	—	to distinguish	2537	2	2
shift4478	spear	4191	→	sting (n.)	4270	5	5
shift5189	child (son or daughter)	958	→	bridegroom	3688	1	1
shift6950	circle	983	→	surroundings	4351	1	1
shift1010	vessel	3762	→	blood vessel	3631	11	11
shift0026	to find	2627	—	to get, obtain	2691	5	5
shift7775	leaf	174	→	April	2021	1	1
shift7834	fellow traveller	1253	→	to adhere, support	2221	1	1
shift2788	to be glad, happy	2275	—	to copulate	2462	1	1
shift3225	to dig	2519	→	to go, walk	2715	1	1
shift4524	almond	1973	→	index finger	1765	1	1
shift5378	sacred, holy	3909	→	sacrum (bone)	3911	12	12
shift4818	snail	4135	→	spiral	4207	1	1
shift7852	rare	1428	—	bad (ethically)	3494	1	1
shift0312	foot/leg	1340	→	jack (playing card)	1171	1	1
shift4920	swamp	4354	→	birch bolete (Leccinum scabrum)	3593	1	1
shift3438	straight	4292	→	strong	4304	1	1
shift1469	wind	88	—	light-headed	213	2	2
shift2172	extinct	3888	—	empty	3835	1	1
shift3586	<young animal>	2072	—	bastard	3528	1	1
shift7521	kidney	1708	→	(body) side	3475	1	1
shift4405	wild, untamed	82	→	shy	4062	18	18
shift0547	heel (of a foot)	1596	→	heel (of a shoe)	1597	16	16
shift2214	healthy	1585	↔	fat (adj.)(of a person)	1239	3	3
shift7117	zero	130	→	digit (mathematics)	4434	1	1
shift5017	girl	786	—	wife	73	4	4
shift7205	elder brother	3821	—	elder sister	3823	1	1
shift1568	to pull, to draw	3018	→	to draw, paint	2551	4	4
shift7960	to go downstream	2705	→	to set (of Moon, Sun)	3129	1	1
shift6439	dark (adj.)	4382	→	gloomy, depressed	796	0	0
shift4157	to move away	2927	→	to kill	2820	2	2
shift1132	to fall down	2605	→	to flow into	2640	8	8
shift6757	to peck (of a bird)	2966	→	to kiss	2821	1	1
shift3209	sun	4333	→	happiness, luck	1554	1	1
shift0178	to correct	2463	→	to cure, treat (medically)	2483	1	1
shift5711	eagle	3790	→	April	2021	1	1
shift6275	cousin (female, parallel)	1115	—	sister-in-law	4093	1	1
shift4170	dog	4458	—	moon	708	4	4
shift5190	fist	1304	→	handful	1551	6	6
shift1802	to care for, look after	2399	→	to worry, be agitated	3382	2	2
shift0433	cover, lid	1121	→	eyelid	3899	4	4
shift3624	to take out	3275	→	to marry	2904	1	1
shift3328	to see/to look at	3121	→	to acquire	2215	1	1
shift4375	to ask (for)	2238	→	to pray	2996	45	45
shift3425	empty	3835	—	naked, bare	1819	4	4
shift6183	bear (Ursus)	3539	→	koala	1725	4	4
shift2511	friend	1380	→	musk-deer (Moschus moschiferus)	752	3	3
shift0564	torso	3413	→	human, person	1683	2	2
shift0519	top of the head	3406	—	peak of mountain	326	7	7
shift7165	to become sober	2322	→	to lose smell or taste (of liquids)	2873	1	1
shift5489	haymaking (time)	1573	→	Eurasian hoopoe	3860	1	1
shift2942	empty	3835	→	to stop doing smth.	3227	1	1
shift4029	father	1242	—	husband	1694	3	3
shift3356	to go down	2704	→	to stop doing smth.	3227	1	1
shift0446	eyelid	3899	—	eyebrow	3897	4	4
shift2318	black	3610	→	woman	109	1	1
shift1247	to become	2312	→	can, to be able	882	2	2
shift1042	to drive, to force to move on	2560	→	to drive (the car)	2559	8	8
shift8062	to pay	2963	—	to decorate, award	2497	1	1
shift5203	to seem	3122	→	to please	2984	1	1
shift8467	to bury	2388	→	afterbirth, placenta	1953	1	1
shift4293	flank (body part)	1310	—	side (n.)	4071	2	2
shift4933	to water (plants)	3359	—	to adorn, decorate	2223	1	1
shift2097	to cut	2484	—	to blunt	2359	3	3
shift6333	stallion	4243	→	male (animal)	571	4	4
shift8519	melody, tune	629	→	manner, way	581	1	1
shift0555	snake	4136	→	guileful, crafty person	856	6	6
shift4051	necessary	1836	—	inevitable	1770	1	1
shift3869	father	1242	→	god	804	8	8
shift2547	fat (adj.)(of a person)	1239	→	rich	1476	5	5
shift6674	<woman>	2	→	opening, hole	4551	4	4
shift2734	busy	3728	→	commerce, business	1046	3	3
shift6594	criminal	1138	—	poor, needy	437	1	1
shift5864	to ask (for)	2238	→	to ask for consent to marriage	2239	2	2
shift1608	doomsday	4465	→	tumult, turmoil	3460	2	2
shift5640	<name of person>	1811	→	ladybird	145	5	5
shift2953	heat (n.)	1590	—	sweat	4357	3	3
shift3806	grey-haired	848	—	Boletus edulis	3644	1	1
shift3200	bald	3504	→	dandelion	4378	2	2
shift5500	nightingale	1865	—	Eurasian skylark	3863	2	2
shift2707	table, desk	2107	→	meal (process)	613	4	4
shift8130	summer solstice, St John's Day	4331	→	June	1200	2	2
shift7505	wolf	107	→	chickenpox	956	1	1
shift6947	to run wild	3104	→	to go mad	2707	1	1
shift0553	garbage	765	→	large quantity	159	1	1
shift3534	fresh	1376	—	cold	1032	1	1
shift3577	egg	3813	→	larva	160	1	1
shift4693	tobacco	3391	→	puffball	489	1	1
shift7757	noon	1875	↔	lunch, midday meal	271	3	3
shift3026	tail	2113	→	navel	1833	1	1
shift7617	to undress (tr.)	3333	→	to copulate	2462	1	1
shift5087	child (son or daughter)	958	→	people (pl.)	344	1	1
shift1357	to get dirty, soiled	2675	→	to become infected	2319	5	5
shift2566	to reach	3040	—	to come to end, to cease	2441	1	1
shift3914	east	4583	—	upriver	544	1	1
shift4755	fool	1336	→	northern fulmar (Fulmarus glacialis)	1878	1	1
shift6953	knowledge	1724	—	literacy	229	1	1
shift4699	long (size)	246	→	snake	4136	1	1
shift1068	to feel	2612	→	to perceive smell	2969	2	2
shift7481	to dive	2540	→	osprey (Pandion haliaёtus)	4565	1	1
shift4443	spool	4216	→	shuttle (weaving instrument)	4061	2	2
shift8070	end	3837	—	sharp point	4023	1	1
shift2426	aspen	2044	—	poplar (Populus alba)	440	4	4
shift0275	poisonous	424	→	sarcastic	3938	9	9
shift0835	dark (adj.)	4382	→	to hide (tr.)	2764	2	2
shift5829	pellicle, membrane	338	→	cloud	1007	1	1
shift5233	middle	652	→	Wednesday	39	12	12
shift7525	hundred	1689	→	myriapod	757	19	19
shift5912	to skin, flay	3163	→	to rob	3094	2	2
shift7986	mood	707	→	humor	1686	6	6
shift1173	height (of a person)	1599	→	age	1957	4	4
shift0751	leaf	174	→	sheet of paper	4028	23	23
shift3871	father	1242	—	grandfather	826	12	12
shift1598	to lead	2834	→	to marry	2904	1	1
shift6955	foot	1338	→	propeller (of boat engine)	476	1	1
shift6617	difficult	4433	→	very	3761	3	3
shift0908	right (vs. left)	1481	→	South	4179	9	9
shift0129	Saturn	3946	—	Saturday	3945	11	11
shift7365	great-grandmother	841	→	midwife	656	1	1
shift0496	nose	1879	→	corner	1100	1	1
shift6722	mule	742	→	bridge (of musical imstrument)	3690	1	1
shift5938	woodpecker	118	→	trigger (of a gun)	3439	1	1
shift1049	berry	3582	→	<berry>	3476	8	8
shift7691	to see/to look at	3121	→	to exist	2590	0	0
shift8286	liver	236	—	grief, sorrow	849	1	1
shift1420	frequent	1375	—	thick (of a growth, hair)	2168	6	6
shift7728	grey	846	—	grey-haired	848	5	5
shift7975	bud (of a flower)	3711	→	spades (in cards)	4183	1	1
shift5718	peled	336	→	September	3996	1	1
shift6375	to make sit	2897	→	to appoint (to a position)	2232	2	2
shift4798	side (n.)	4071	—	half	1544	2	2
shift4730	beech	3557	→	buckwheat	3710	1	1
shift7976	tinea versicolor	2204	→	clubs (in cards)	1015	1	1
shift8119	hare (Lepus)	1562	→	guinea pig (Cavia porcellus)	860	2	2
shift8344	child	957	→	friend	1380	1	1
shift7281	sun	4333	→	gold	807	1	1
shift7269	free	1371	→	brave	3675	1	1
shift5974	elbow	3817	→	curve, turn (of road)	1166	1	1
shift7627	to apologize	2229	—	stingy	4272	1	1
shift7767	water	16	→	otter (Lutra lutra)	4569	16	16
shift7787	skilled artisan	4099	—	doctor, physician	4456	1	1
shift3885	country, land	1109	—	year	2077	3	3
shift4731	dirty	4440	—	swamp	4354	1	1
shift8249	cartilage	899	—	tin (n.)	2202	1	1
shift3385	circle	983	→	eye	3890	1	1
shift1481	circle	983	—	wheel	54	2	2
shift5514	juniper	1202	→	fieldfare	1274	1	1
shift6057	to throw	3296	→	to prick	3005	1	1
shift1707	to prohibit	3007	→	pig (Sus scrofa)	369	1	1
shift4756	deaf	4396	→	western capercaillie (Tetrao urogallus)	46	1	1
shift6690	drum	4487	→	diamonds (in cards)	4429	2	2
shift2884	to smear, anoint	3176	→	to deceive	2494	3	3
shift6971	dandelion	4378	—	cotton wool	1108	1	1
shift0757	to lose one's way	2872	→	to make a mistake, be wrong	2879	15	15
shift6421	tadpole	2111	—	leech	180	1	1
shift4179	to strike, hit	3234	↔	strike of lightning	4302	9	9
shift3379	black cloud	3611	→	sad	3912	1	1
shift3787	ear	3792	—	<mushroom, fungus>	560	4	4
shift5396	house	1678	—	address (description of the location)	1945	1	1
shift1374	<thorny plant>	2101	→	goldfinch (Carduelis)	812	8	8
shift1182	sediment	3984	→	lumpen	270	4	4
shift0335	to float	2637	→	to sway	3256	1	1
shift2569	correct (adj.)	1105	→	rich	1476	1	1
shift0897	forehead	1347	→	hill	1626	3	3
shift2916	worm	123	↔	snake	4136	13	13
shift4531	to stumble	3236	→	to make a mistake, be wrong	2879	2	2
shift8415	yellow	2079	→	October	4521	1	1
shift4696	uncle	506	→	woodland spirit	117	1	1
shift6945	duck	4495	—	bird	3594	2	2
shift6699	Europe	3866	→	sexually transmitted disease	4006	2	2
shift4574	wire (n.)	96	→	telegram	2140	1	1
shift7983	club (a weapon)	1013	→	spades (in cards)	4183	2	2
shift2654	to die	2517	→	to feel hunger	2616	1	1
shift5758	smoke	4130	—	steam, vapour	4251	15	15
shift5114	joy	1196	→	daughter	4387	1	1
shift3957	to care for, look after	2399	—	to have mercy	2751	2	2
shift8015	to follow, go after smb.	2649	→	to listen	2854	2	2
shift0084	to dig	2519	—	to row (with oars)	3098	2	2
shift1815	heel (of a foot)	1596	→	end	3837	1	1
shift8417	swallow (bird)	4353	→	Triglidae (fish)	3440	2	2
shift1145	cold	1032	→	indifferent	1766	14	14
shift4754	to go deaf	2703	→	to fail (of engine)	2601	1	1
shift2223	nose	1879	—	palate	290	1	1
shift0046	dog	4458	→	seal (animal)	3973	9	9
shift2361	white	62	→	albugo, wall-eye	1965	5	5
shift4749	snow	4140	→	common bullfinch	1048	1	1
shift7494	badger (Meles)	3501	—	porcupine	443	1	1
shift1563	trick, hocus-pocus	3438	—	trump (in cards)	3449	2	2
shift1737	thin (of an object)	2172	→	coward	1123	1	1
shift7801	ploughing	413	→	Eurasian skylark	3863	1	1
shift0663	bad	3493	—	vain, in vain	3746	2	2
shift0527	forehead	1347	→	mountain slope	732	2	2
shift4695	teacher	2138	→	doctor, physician	4456	1	1
shift3849	mouth	735	—	talkative person	2120	1	1
shift0999	key (of a door)	1705	→	clavicle	994	4	4
shift3598	straight	4292	→	to succeed	3242	1	1
shift4040	devil, satan	4422	→	snail	4135	3	3
shift6708	number	1893	→	side of a coin	4072	3	3
shift1495	insect	1786	—	<insect>	1727	1	1
shift0071	part	306	→	destiny	4419	25	25
shift0068	morning	712	↔	tomorrow	3398	137	137
shift0575	girl	786	—	daughter	4387	33	33
shift3401	frog	1384	→	tortoise, turtle	3414	27	27
shift1485	tail	2113	↔	end	3837	11	11
shift1717	wind	88	→	quick	1908	2	2
shift2812	bird	3594	—	crow	1147	1	1
shift5335	orphan	4564	—	widow	71	3	3
shift5946	beautiful	3545	→	beloved	3574	2	2
shift3284	to teach	3285	→	to punish	3020	3	3
shift2971	thorn	2178	→	dog-rose	4459	1	1
shift4867	spade, shovel	4182	→	spades (in cards)	4183	6	6
shift4316	fortress	1353	→	prison	467	5	5
shift1338	red	1444	→	<salmon>	3900	1	1
shift1355	to find	2627	→	to give birth	2693	8	8
shift8614	ray	1438	→	radius (bone)	1415	5	5
shift7800	skin (of a person)	4100	—	shell (of an egg)	4029	1	1
shift0016	sweet (taste)	4358	→	dear, darling	4397	11	11
shift0955	country, land	1109	→	people, nation	345	5	5
shift5876	to spring, jump	3201	→	to disappear	2525	1	1
shift6913	fast (n.)	1237	→	breakfast	3679	3	3
shift7807	trailer (vehicle)	3424	→	dependant	4415	1	1
shift8587	to see/to look at	3121	→	envious	3848	0	0
shift3873	branch, twig	3672	—	relative (n.)	1454	1	1
shift3896	to separate	3127	—	to unravel	3337	1	1
shift4708	drama (theatre)	4477	→	distressing event	4452	1	1
shift5435	dry season	4494	—	year	2077	4	4
shift8085	bread roll	3678	→	knee-cap	1719	1	1
shift0785	to press	3002	→	to oppress	2952	18	18
shift5325	bee	3555	→	sugar	4327	2	2
shift1669	beard	3541	→	barbel	3511	2	2
shift1009	pimple	379	—	bud (of a flower)	3711	3	3
shift3333	to boil (intr.)	2361	→	to worry, be agitated	3382	16	16
shift2038	weak	28	—	lean	178	6	6
shift0838	hump (of a person or camel)	1687	—	hill	1626	12	12
shift7583	to blow (about wind)	2356	→	to dry	2564	1	1
shift6257	blood vessel	3631	—	tendon	2147	2	2
shift5975	to put into	3026	→	to bury	2388	1	1
shift7150	to beware, be careful	2343	—	to pay attention	2964	1	1
shift5257	bottom	3654	→	shoes' soles	4044	1	1
shift7171	white	62	→	Arctic fox	2025	1	1
shift0357	weak	28	→	bad	3493	8	8
shift5677	vessel	3762	→	cell (in biology)	924	1	1
shift4358	stopper, plug	4285	→	traffic jam	3423	12	12
shift3170	to die	2517	→	to abate (about wind)	2207	1	1
shift6666	tongue (body part)	3400	→	clitoris	1001	2	2
shift5706	front part	1389	→	index finger	1765	1	1
shift0749	to blow	2355	—	to breathe	2373	9	9
shift2245	head	1578	→	side (n.)	4071	3	3
shift6425	to clothe	2435	→	to tell lie	3291	1	1
shift2605	to stand	3211	→	to help, aid	2761	2	2
shift7969	peach	324	→	hearts (in cards)	1589	1	1
shift1884	to leave	2838	→	to let	2842	8	8
shift8381	oat	4512	→	September	3996	1	1
shift7560	spring, fountain	4226	→	sparkling wine	4186	1	1
shift4144	crown (n.)	1149	—	peak of mountain	326	1	1
shift8129	birch	3592	→	June	1200	1	1
shift3845	literally	230	→	figuratively	1278	3	3
shift8382	to ripen	3089	→	September	3996	2	2
shift7364	great-grandmother	841	→	bear (Ursus)	3539	1	1
shift1258	to drop (of liquid)	2561	—	to die	2517	2	2
shift6583	pig (Sus scrofa)	369	→	anteater	2006	1	1
shift8044	to cut	2484	→	to speak	3193	1	1
shift1915	bridge	3689	→	clavicle	994	2	2
shift2516	empty	3835	→	hungry	1690	1	1
shift0425	shoulder	4053	→	mountain slope	732	5	5
shift4741	wizard, magician	105	→	fraudster	1367	1	1
shift1128	to flow	2639	—	to cry, weep	2482	1	1
shift5064	grandmother	827	→	term of address to a woman	2157	7	7
shift7920	eleven	3828	→	November	1888	6	6
shift3921	push button	499	—	bulb (of plant)	3714	1	1
shift8294	spleen (anat.)	4210	—	to fear	2610	1	1
shift1462	to harness	2739	—	to begin (tr.)	2332	1	1
shift0853	to transit	3310	→	to defeat, win	2501	2	2
shift2640	bottom	3654	→	<swimming bird>	3904	1	1
shift3173	peach	324	→	plum	415	14	14
shift2777	to shave	3140	→	to deceive	2494	2	2
shift7652	nimble, deft, quick	1866	—	bully	3718	1	1
shift6868	plum	415	→	tomato (Solanum lycopersicum)	3396	1	1
shift1311	magpie (Pica pica)	567	→	talkative person	2120	8	8
shift4578	pig (Sus scrofa)	369	→	haystack	1574	1	1
shift7526	forty	1354	→	myriapod	757	9	9
shift2877	to return (intr.)	3080	→	to become	2312	3	3
shift1354	spade, shovel	4182	→	oar	4511	7	7
shift3766	to call	2396	—	to mention	2914	1	1
shift5079	to stand up	3216	→	to stop moving	3229	1	1
shift8386	to separate	3127	→	September	3996	1	1
shift6925	unprofitable	536	—	bad	3493	2	2
shift2526	white	62	→	wheat	53	22	22
shift1923	to clean	2428	→	to deceive	2494	1	1
shift8348	lamb	148	→	child	957	1	1
shift6422	cricket (insect)	1136	—	grasshopper (Tettigonioidea)	835	1	1
shift1166	to chew	2425	→	bit (part of horse harness)	3604	9	9
shift5091	garbage	765	→	police officer	430	1	1
shift0909	left	183	—	South	4179	2	2
shift0064	to burst	2386	→	to die	2517	2	2
shift7498	<vessel>	3742	→	skull	4104	13	13
shift2960	to strike, hit	3234	→	to castrate, geld	2406	2	2
shift4200	lord, master	254	→	father	1242	2	2
shift4898	queen	1902	→	queen (playing card)	1904	1	1
shift6261	to stand	3211	—	foot/leg	1340	1	1
shift6293	hand	1547	—	the day after tomorrow	2164	1	1
shift3153	to spring, jump	3201	→	hare (Lepus)	1562	1	1
shift7216	keen (of senses, mind)	1704	—	light, bright, clear	212	1	1
shift3640	sun	4333	→	watch, clock	15	11	11
shift8001	tidy, neat	2195	—	beautiful	3545	1	1
shift6018	to gnaw	2696	→	rodent	1490	39	39
shift0562	woman	109	↔	human, person	1683	1	1
shift3968	green	845	→	unripe (fruit)	538	13	13
shift2439	willow	85	—	alder (tree)	1967	1	1
shift1369	step, pace	4257	→	unit of length	528	9	9
shift6748	tendon	2147	→	string (of a musical instrument)	4303	4	4
shift0139	opposite	4555	→	false, wrong	1222	1	1
shift1881	steep	4253	→	severe, harsh	4003	2	2
shift5081	strong	4304	→	husband	1694	2	2
shift2912	weak	28	—	lazy	171	16	16
shift8316	liver	236	—	pancreas	295	1	1
shift3429	to tie	3302	→	to conceive, to become pregnant	2447	2	2
shift7334	sun	4333	→	<money>	559	3	3
shift0351	strong	4304	→	many, much	584	1	1
shift4329	underwear	516	—	bed-clothes	3551	8	8
shift3018	wing	92	—	armpit	2029	2	2
shift2455	light, bright, clear	212	→	birch	3592	1	1
shift0192	sign, designation	4076	→	genitalia	777	6	6
shift7901	to be confused	2263	—	to be surprised	2305	3	3
shift8164	pig (Sus scrofa)	369	→	mumps	743	6	6
shift5536	corn crake	1098	→	lean	178	1	1
shift8461	corn crake	1098	—	lapwing (Vanellus)	157	1	1
shift2855	to grow up	2727	→	young person	2093	3	3
shift6170	bear (Ursus)	3539	→	bully	3718	1	1
shift2301	back (body part)	3485	→	height (of a person)	1599	2	2
shift5639	blood	3630	→	ladybird	145	1	1
shift3567	hot	1673	→	to succeed	3242	1	1
shift0030	to get, obtain	2691	→	must	754	3	3
shift5746	to systematize	3267	→	computer	1075	3	3
shift0633	copper	1093	—	brass	3674	17	17
shift6339	pig (Sus scrofa)	369	→	Boletus edulis	3644	1	1
shift8218	as, like	2038	→	if	1737	1	1
shift5605	<priest>	279	→	mantis	582	1	1
shift1293	elbow	3817	↔	corner	1100	3	3
shift5629	Easter	3804	→	ladybird	145	2	2
shift8158	wild boar	78	→	June	1200	1	1
shift2344	jaw	1178	→	talkative person	2120	1	1
shift1153	to want	3353	→	to hunt	2776	4	4
shift3572	navel	1833	→	lower part	266	1	1
shift3123	to tickle	3301	→	to make noise	2891	2	2
shift7091	to keep, preserve, retain	2817	→	to remember	3063	1	1
shift1159	spoon	4217	→	tadpole	2111	3	3
shift0886	bile, gall	3589	—	anger	1996	14	14
shift7729	smoke	4130	→	grey	846	1	1
shift8482	to have smell	2754	—	to appear, emerge	2231	2	2
shift1380	to untie, unbind	3338	→	to set free	3133	9	9
shift7899	to freeze, to become motionless	2658	→	to be surprised	2305	2	2
shift2680	to strike, hit	3234	—	to spoil (tr.)	3198	1	1
shift2700	rope, cord	1504	→	unit of length	528	6	6
shift4664	to sink (tr.)	3158	—	swamp	4354	1	1
shift3283	pair of compasses	287	—	compass (mariners' directional tool)	1068	2	2
shift7908	shirt	4040	—	dress (feminine)	4480	3	3
shift6485	to help, aid	2761	→	to cure, treat (medically)	2483	1	1
shift7951	to ask (for)	2238	→	to invite	2803	1	1
shift8346	child (son or daughter)	958	→	daughter	4387	2	2
shift7982	sword	4369	→	clubs (in cards)	1015	1	1
shift4887	vinegar	3766	—	barberry	3512	1	1
shift2968	egg	3813	—	clew	1000	1	1
shift3449	stone (piece of rock)	4281	→	fool	1336	1	1
shift1859	liquid (adj.)	226	→	high-pitched	1625	1	1
shift5425	hot	1673	→	electricity	3826	1	1
shift3541	to know	2826	→	poetry	421	1	1
shift3815	runner	1523	→	bishop (chess)	3602	4	4
shift0691	to strike, hit	3234	—	to shoot	3149	16	16
shift4271	black	3610	—	season (of the year)	3975	1	1
shift2328	healthy	1585	→	competent	1069	2	2
shift6832	scale, squama	3951	→	artichoke	2037	1	1
shift4899	police officer	430	→	jack (playing card)	1171	3	3
shift0996	to heat up	2760	→	to deceive	2494	3	3
shift0513	mane	578	→	mountain ridge, edge	731	8	8
shift6281	throat	2186	—	source (of a river)	4176	1	1
shift2795	navel	1833	→	bottom	3654	1	1
shift3038	monkey	703	↔	bear (Ursus)	3539	2	2
shift2121	to carry	2401	→	to steal	3220	2	2
shift3647	<fish>	1207	→	lean	178	1	1
shift7456	to take	3268	→	to defeat, win	2501	1	1
shift5464	moon	708	—	girl	786	1	1
shift5376	tooth	3404	—	bead	3535	1	1
shift7927	to sow	3190	→	May	609	1	1
shift7558	white	62	→	belladonna	3569	1	1
shift8437	armpit	2029	→	middle of nowhere, periphery	654	1	1
shift7396	stone (piece of rock)	4281	→	egg	3813	2	2
shift5314	brother	3700	→	son	4163	1	1
shift2809	clever	999	—	to be awake	2258	1	1
shift2863	thin (of an object)	2172	→	young	2089	1	1
shift5898	wood shavings	112	→	dandelion	4378	1	1
shift2149	nose	1879	—	mouth	735	1	1
shift5708	little finger	231	→	ring finger	1483	3	3
shift2771	to be born	2259	→	birthmark	3599	3	3
shift1375	<name of person>	1811	→	doll	4460	3	3
shift7127	to be angry	2255	—	to strike, hit	3234	1	1
shift5941	bird	3594	→	cock (of a gun)	1023	1	1
shift3301	cotton	1107	→	sheep	4027	4	4
shift3824	poison	422	→	fly agaric (Amanita muscaria)	1328	5	5
shift0893	to hold (in hands)	2771	→	to build	2383	3	3
shift1004	mat	603	→	whore	67	7	7
shift3470	to rein in	3056	→	to restrain, control one’s feelings	3077	2	2
shift7670	hare (Lepus)	1562	→	clover	1012	1	1
shift0744	tongue (body part)	3400	→	language	154	59	59
shift6487	to help, aid	2761	→	to clean up, tidy up	2429	1	1
shift8594	mirror	675	—	window	89	4	4
shift5958	to become warm	2328	→	to get tired	2689	1	1
shift3188	dry	4491	—	dirty	4440	1	1
shift3938	to shoot	3149	→	to discharge, dismiss	2527	2	2
shift2975	to pour	2993	→	faeces	1215	2	2
shift4279	deer	4405	—	lion (Panthera leo)	223	1	1
shift7554	white	62	→	saiga antelope	3919	1	1
shift8402	shive	4041	→	October	4521	3	3
shift4356	sun	4333	—	weather	34	4	4
shift2756	cold	1032	—	stupid	4312	3	3
shift0667	breathing	3683	→	human, person	1683	2	2
shift8557	<foreign country>	1209	→	<metal>	557	9	9
shift4556	to touch	3307	→	to start moving	3218	3	3
shift7666	string (of a musical instrument)	4303	→	horsehair worm	1665	1	1
shift0089	wet	49	→	weak	28	3	3
shift5636	sun	4333	→	ladybird	145	3	3
shift4991	strength	4301	—	price	459	1	1
shift4666	blue	3634	→	eggplant (Solanum melongena)	3814	2	2
shift1298	pus	498	—	dung	4500	1	1
shift0277	to bend, bow (intr.)	2340	→	tender (adj.)	2146	1	1
shift0254	light, bright, clear	212	→	clever	999	4	4
shift3682	to press	3002	→	greedy	844	2	2
shift6873	spinach (Spinacia)	4201	→	fool	1336	1	1
shift2055	knot	1723	→	contract	1089	2	2
shift1333	hare (Lepus)	1562	↔	coward	1123	8	8
shift7711	to move	2925	→	to be fast (of clocks, watches)	2270	1	1
shift3102	to prove, to argue	3013	—	to find	2627	1	1
shift6195	to call	2396	→	to invite	2803	2	2
shift7469	gold	807	→	diamonds (in cards)	4429	1	1
shift6973	many-coloured, motley	585	→	snow bunting	4141	1	1
shift2387	hand/arm	1550	→	ray	1438	2	2
shift7271	fish	1300	→	girl	786	1	1
shift4127	to walk, to go	3349	—	to lose	2865	1	1
shift1308	to dig	2519	→	mole (Talpa)	694	1	1
shift0572	to transit	3310	→	to become	2312	4	4
shift5886	alive	1970	—	intact	1796	1	1
shift0394	miserable, unhappy	680	↔	poor, needy	437	13	13
shift2016	to work	3380	→	to get tired	2689	2	2
shift8043	to cut	2484	—	to set	3128	1	1
shift5875	to go out	2708	→	to have relationships (romantic or sexual)	2753	2	2
shift6687	mare	590	→	shoulder pole	4054	2	2
shift4956	<hat>	1534	—	pride	461	1	1
shift5066	grandchild	824	—	grandparent	828	17	17
shift5760	mist, fog	683	—	cloud	1007	54	54
shift1569	wild, untamed	82	→	barren (of animals)	3519	1	1
shift1642	to bring	2377	→	to give birth	2693	7	7
shift2775	bow-string	3662	—	belt	3576	1	1
shift4423	fruit	1393	→	tonsil	3401	1	1
shift3589	present, gift	457	→	beautiful	3545	1	1
shift4987	hippopotamus	1630	—	seahorse (Hippocampus)	3972	1	1
shift7568	white	62	→	noble	1870	1	1
shift8566	cruel	1151	→	December	4401	1	1
shift6739	nape	1823	→	behind	3566	1	1
shift2425	willow	85	→	poplar (Populus alba)	440	4	4
shift7495	pig (Sus scrofa)	369	→	porcupine	443	6	6
shift3098	to equalize	2583	—	to compare	2444	1	1
shift3122	to leave behind	2839	→	to defeat, win	2501	1	1
shift2066	to go away	2700	—	to set (of Moon, Sun)	3129	3	3
shift0290	to open (tr.)	2949	→	to rest	3076	1	1
shift7542	moon	708	→	sickle	4070	1	1
shift7681	dung	4500	→	fallow	1220	1	1
shift1882	atheist	2049	→	cruel	1151	5	5
shift5170	child (son or daughter)	958	—	man (male)	574	1	1
shift3625	grandfather	826	—	uncle	506	4	4
shift4904	callus, corn	876	—	hemorrhoids	1606	1	1
shift4288	to throw	3296	—	quick	1908	1	1
shift1507	<vessel>	3742	—	weapon	32	1	1
shift8036	to promise	3008	→	to bequeath	2341	2	2
shift6513	oak	4510	→	cockchafer	1024	1	1
shift4349	tiger	2196	↔	cruel	1151	3	3
shift4575	hoar-frost	1633	→	grey hair	847	1	1
shift0258	to throw	3296	—	to think	3293	1	1
shift2481	strong	4304	→	fortress	1353	1	1
shift7081	low (location)	263	→	to be defeated	2265	1	1
