NUMBER	ENGLISH	CONCEPTICON_ID	CONCEPTICON_GLOSS	CERTAINTY	GLOSS_IN_SOURCE	DEFINITION	ALIAS	DOMAIN
1201	general (military)				general (military)	holder of a senior military title		N/a
1202	generation			100	generation			Abstract entities
1203	genitalia	198	GENITALIA	100	genitalia	external sex organs		Body parts
1204	genuine, true	1657	TRUE	100	genuine, true			Non-physical
1205	geometrid			100	geometrid	any of the family Geometridae of moths; a larva of such moth, which when walking alternate legs and prolegs, giving the appearance of measuring		Animals
1206	german (brother or sister)	1263	SISTER	11	german (brother or sister)	having the same mother and father		N/a
1207	giant			100	giant			Human being
1208	giant panda				giant panda	black and white mammal, Ailuropoda melanoleuca		N/a
1209	gills	1916	GILL	100	gills	breathing organ of fish		Body parts
1210	gilt				gilt			N/a
1211	giraffe	3089	GIRAFFE	100	giraffe	ruminant, of the genus Giraffa, of the African savannah with long legs and highly elongated neck, which make it the tallest living animal; yellow fur patterned with dark spots		Animals
1212	girl	1646	GIRL	100	girl	female child, adolescent, or a young woman		Human being
1213	girth				girth	band passed under the belly of an animal, which holds a saddle or a harness saddle in place		N/a
1214	glad			100	glad			Non-physical
1215	gladiolus				gladiolus	any of several flowering plants, of the genus Gladiolus, having sword-shaped leaves and showy flowers on spikes		N/a
1216	glans penis				glans penis	conical vascularized body forming the extremity of the penis		N/a
1217	glass (material)	604	GLASS	100	glass (material)	solid, often transparent substance, usually made by melting silica sand with various additives		Artifacts
1218	glasswort				glasswort	salt-tolerant plant Salicornia europaea, once burned to produce the ash used to make soda glass		N/a
1219	glaucoma			100	glaucoma	eye disease or disorder that is defined as a characteristic optic neuropathy, or disease of the optic nerve, possibly, if untreated, leading to damage of the optic disc of the eye and resultant visual field loss due to lack of communication between the retina and the brain, which can lead to blindness		Physiology
1220	globeflower				globeflower	Trollius europaeus, a plant with globe-shaped flowers		N/a
1221	globus cruciger				globus cruciger	globe topped by a cross, used as a symbol of royal power		N/a
1222	gloomy, depressed	1552	GLOOMY	15	gloomy, depressed	suffering from gloom; melancholy; dejected.		Evaluation
1223	glue	1069	GLUE	19	glue	sticky adhesive substance		N/a
1224	glutton	533	GLUTTON	100	glutton	one who eats voraciously, obsessively, or to excess; a gormandizer		Human being
1225	gnarl				gnarl	knot in wood; a large or hard knot, or a protuberance with twisted grain, on a tree		N/a
1226	goad				goad	long, pointed stick used to prod animals		N/a
1227	goal (sport result)			100	goal (sport result)	(sports) the act of placing the object into the goal; a point scored in a game as a result of placing the object into the goal		Abstract entities
1228	goal frame (sport)			100	goal frame (sport)	in sports, the structure of the goal, generally consisting of two goalposts and a crossbar		Artifacts
1229	goat	1502	GOAT	100	goat			Animals
1230	god	1944	GOD	100	god			Abstract entities
1231	goddess				goddess	female deity		N/a
1232	godmother				godmother	woman present at the christening of a baby who promises to help raise the child in a Christian manner; a female godparent who sponsors the baptism of a child		N/a
1233	gold	1369	GOLD	100	gold	heavy yellow elemental metal of great value, with atomic number 79 and symbol Au		Natural objects
1234	goldcrest			100	goldcrest			Animals
1235	golden				golden			N/a
1236	golden oriole				golden oriole	bird Oriolus oriolus		N/a
1237	goldenrod				goldenrod	tall-stemmed plant principally from genus Solidago (also Oligoneuron), usually with clusters of small yellow flowers		N/a
1238	goldfinch (Carduelis)			100	goldfinch (Carduelis)	small bird European goldfinch (Carduelis carduelis)		Animals
1239	goldsmith				goldsmith	person who makes, repairs or sells things out of gold, especially jewelry		N/a
1240	good	1035	GOOD	100	good			Evaluation
1241	good (about weather)	1035	GOOD	11	good (about weather)			N/a
1242	good (ethically)	1035	GOOD	11	good (ethically)			N/a
1243	good manners				good manners			N/a
1244	good weather			100	good weather			Abstract entities
1245	goosander				goosander	bird Mergus merganser		N/a
1246	goose	1187	GOOSE	19	goose			N/a
1247	gooseberry			100	gooseberry			Plants
1248	gossiper				gossiper	someone who likes to talk about other people&#39;s private or personal business		N/a
1249	grain, seed			100	grain, seed			Plants
1250	grandchild	1617	GRANDCHILD	100	grandchild			Human being
1251	granddaughter	1619	GRANDDAUGHTER	19	granddaughter			N/a
1252	grandfather	1383	GRANDFATHER	100	grandfather			Human being
1253	grandmother	1496	GRANDMOTHER	100	grandmother			Body parts
1254	grandparent	305	GRANDPARENTS	19	grandparent	parent of someone&#39;s parent		N/a
1255	grandson	1618	GRANDSON	19	grandson			N/a
1256	granule			100	granule			Natural objects
1257	grape (plant)	920	GRAPE	11	grape (plant)	plant, a vine of genus Vitis, winetree		N/a
1258	grape harvest				grape harvest			N/a
1259	grass	606	GRASS	100	grass			Natural objects
1260	grass warbler				grass warbler	bird from genus Locustella		N/a
1261	grasshopper (Tettigonioidea)	607	GRASSHOPPER	100	grasshopper (Tettigonioidea)			Animals
1262	gratuity			100	gratuity			Artifacts
1263	grave	1773	GRAVE	19	grave	burial place		N/a
1264	greasy	955	GREASY	100	greasy			Other physical
1265	great			100	great			Evaluation
1266	great bilberry (Vaccinium uliginosum)			100	great bilberry (Vaccinium uliginosum)			Plants
1267	great-grandmother				great-grandmother			N/a
1268	greater celandine				greater celandine	plant Chelidonium majus		N/a
1269	greediness			100	greediness			Abstract entities
1270	greedy	2018	GREEDY	100	greedy			Non-physical
1271	green	1425	GREEN	100	green			Light and Colour
1272	grey	153	GREY	100	grey			Light and Colour
1273	grey hair				grey hair			N/a
1274	grey-haired			100	grey-haired			N/a
1275	grief, sorrow	1668	GRIEF	19	grief, sorrow			N/a
1276	grimace			100	grimace			Abstract entities
1277	group of men			100	group of men			Human being
1278	grown-up, adult	3635	ADULT	100	grown-up, adult			Human being
1279	guava	3981	GUAVA	19	guava	tropical tree or shrub of the myrtle family, Psidium guajava, with yellowish tropical fruit		N/a
1280	gubgeon				gubgeon	Gobio gobio		Artifacts
1281	guest	1782	GUEST	100	guest			Human being
1282	guileful, crafty person			100	guileful, crafty person			Human being
1283	guilt			100	guilt			Abstract entities
1284	guilty			100	guilty			Non-physical
1285	guinea fowl	456	GUINEA FOWL	19	guinea fowl	bird Numida meleagris		N/a
1286	guinea pig (Cavia porcellus)	3718	GUINEA PIG	11	guinea pig (Cavia porcellus)			N/a
1287	gulf	608	GULF	100	gulf			Natural objects
1288	gum, gingiva	139	GUMS	100	gum, gingiva			Body parts
1289	hat	771	HAT	19	&lt;hat&gt;			Artifacts
1290	headgear	2130	HEADGEAR	19	&lt;headgear&gt;			N/a
1291	high rank officail in the Catholic Church				&lt;high rank officail in the Catholic Church&gt;	pope, cardinal or bishop		Body parts
1292	honorific title				&lt;honorific title&gt;			N/a
1293	horned animal				&lt;horned animal&gt;			Animals
1294	habit			100	habit			Abstract entities
1295	hail	609	HAIL	100	hail			Natural objects
1296	hair	1040	HAIR	100	hair			Body parts
1297	hair (of animals)	580	FUR	100	hair (of animals)			Body parts
1298	hajji			100	hajji	one who has participated in a hajj		N/a
1299	half	816	HALF	100	half	one of two usually roughly equal parts into which anything may be divided, or considered as divided		N/a
1300	hammer	1481	HAMMER	100	hammer			Artifacts
1301	hammer bone, malleus				hammer bone, malleus	a bone in the ear		N/a
1302	hand	1277	HAND	100	hand			Body parts
1303	hand (of a clock)	1277	HAND	11	hand (of a clock)			Artifacts
1304	hand grenade				hand grenade	small hand-held explosive device designed to be thrown at an enemy		N/a
1305	hand/arm	2121	ARM OR HAND	100	hand/arm			Body parts
1306	handful			100	handful			Abstract entities
1307	handle, gripe	1254	HANDLE	100	handle, gripe			Artifacts
1308	handwriting			100	handwriting			Abstract entities
1309	happiness, luck	720	GOOD LUCK	100	happiness, luck			Abstract entities
1310	happy	1495	HAPPY	100	happy			Non-physical
1311	harbour				harbour			N/a
1312	hard	1884	HARD	19	hard			Other physical
1313	hard, solid	1884	HARD	100	hard, solid			Tactile quality
1314	hard-working, laborious				hard-working, laborious	a person who works a lot and likes it.		N/a
1315	hardship				hardship	difficulty or trouble; hard times		Physical effect
1316	hare (Lepus)	1190	HARE	100	hare (Lepus)			Animals
1317	hare (Lepus) 	1190	HARE	15	hare (Lepus)			N/a
1318	harm, damage	2947	DAMAGE (INJURY)	100	harm, damage			N/a
1319	harrow	2545	HARROW (TOOL)	100	harrow			N/a
1320	harvest	611	HARVEST	100	harvest			Natural objects
1321	harvest time				harvest time			N/a
1322	hatched egg without embryo			100	hatched egg without embryo			N/a
1323	having no milk			100	having no milk			Other physical
1324	hawk (Accipiter)	307	HAWK	100	hawk (Accipiter)			Animals
1325	hawkweed (Hieracium)			100	hawkweed (Hieracium)			Plants
1326	hawthorn	1168	HAWTHORN	100	hawthorn			Plants
1327	hay	342	HAY	19	hay	grass cut and dried for use as animal fodder		N/a
1328	haymaking (time)				haymaking (time)	season of haymaking		N/a
1329	haystack				haystack			N/a
1330	hazel grouse (Tetrastes bonasia)			100	hazel grouse (Tetrastes bonasia)			Animals
1331	hazy, turbid, opaque	537	TURBID	15	hazy, turbid, opaque			N/a
1332	he	1211	HE	19	he	third-person singular, masculine pronoun		N/a
1333	head	1256	HEAD	100	head			Body parts
1334	heading, title			100	heading, title			Abstract entities
1335	headlight (of a car)			100	headlight (of a car)			Artifacts
1336	headscarf				headscarf	piece of material worn over the head, typically by women		N/a
1337	headstream			100	headstream			Natural objects
1338	healed				healed			N/a
1339	health			100	health			Abstract entities
1340	healthy	1364	HEALTHY	100	healthy			Other physical
1341	heap, pile	2984	HEAP	100	heap, pile			Natural objects
1342	hearing	2518	HEARING (AURAL SENSE)	100	hearing			Abstract entities
1343	heart	1223	HEART	100	heart	organ that pumps blood through the body		Body parts
1344	hearts (in cards)				hearts (in cards)			N/a
1345	heat (n.)	612	HEAT	12	heat (n.)			Natural objects
1346	heathen, pagan			100	heathen, pagan			Human being
1347	heather				heather	evergreen plant, Calluna vulgaris, with spiky leaves and small purple, pink, or white flowers		N/a
1348	heavenly body				heavenly body			N/a
1349	heavy (of weight)	1210	HEAVY	100	heavy (of weight)			Evaluation
1350	hedgehog (Еrinaceus)	1797	HEDGEHOG	100	hedgehog (Еrinaceus)			Animals
1351	heel (of a foot)	980	HEEL	100	heel (of a foot)			Body parts
1352	heel (of a shoe)			100	heel (of a shoe)			Artifacts
1353	heel (of bread)	980	HEEL	11	heel (of bread)	end-piece of a loaf of bread		N/a
1354	height (of a person)	2528	SIZE (OF PERSON)	100	height (of a person)			Human being
1355	helicopter	2580	HELICOPTER	19	helicopter	aircraft that is borne along by one or more sets of long rotating blades which allow it to hover, move in any direction including reverse, or land; and typically having a smaller set of blades on its tail that stabilize the aircraft		N/a
1356	hell	878	HELL	100	hell			Space
1357	helmet	1680	HELMET	100	helmet	hard, protective head covering, typically part of armour		Artifacts
1358	help, aid (n.)	3467	HELP (ASSISTANCE)	100	help, aid (n.)			Abstract entities
1359	hem (of a skirt)			100	hem (of a skirt)			Natural objects
1360	hemlock (plant)				hemlock (plant)			N/a
1361	hemorrhoids				hemorrhoids			N/a
1362	hen	1514	HEN	100	hen			Animals
1363	henbane			100	henbane			Plants
1364	hepatitis			100	hepatitis			Physiology
1365	her	2474	HER (GENITIVE OF SHE)	19	her	belonging to that female		N/a
1366	herald, messenger			100	herald, messenger			Human being
1367	herbaceous plant				herbaceous plant			N/a
1368	herd	2885	HERD (SOMETHING)	19	herd			N/a
1369	here	136	HERE	100	here			Space
1370	hermaphrodite				hermaphrodite			N/a
1371	hermit			100	hermit			N/a
1372	hernia (medical)				hernia (medical)			N/a
1373	heron	758	HERON	100	heron			Animals
1374	herring				herring			N/a
1375	Heterodon nasicus				Heterodon nasicus			N/a
1376	heterosexual			100	heterosexual			N/a
1377	hibiscus				hibiscus	genus of plants (Hibiscus)		N/a
1378	high (location)	1265	HIGH	100	high (location)			Space
1379	high (size), tall	711	TALL	15	high (size), tall	tall		Size
1380	high-pitched				high-pitched			Other physical
1381	hill	614	HILL	100	hill			Natural objects
1382	hind leg				hind leg	either of the two legs towards the rear of a four-legged animal		N/a
1383	hinge				hinge	mechanical bearing that connects two solid objects, typically allowing only a limited angle of rotation between them		N/a
1384	hip joint				hip joint			N/a
1385	hippopotamus	3145	HIPPOPOTAMUS	19	hippopotamus	large, semi-aquatic, herbivorous African mammal (Hippopotamus amphibius)		Animals
1386	historical tale				historical tale			N/a
1387	history			100	history	aggregate of past events and the branch of knowledge that studies the past		Abstract entities
1388	hoar-frost	2942	HOARFROST	100	hoar-frost			Natural objects
